DateTime,Temperature,MMM,dhw,Acute thermal stress,excess,nb_exces
1987-03-27,29.641708374023438,29.36600765105217,1.0772515247337442,0,1,52
1987-03-28,29.65382957458496,29.36600765105217,1.118368942381286,0,1,52
1987-03-29,29.605138778686523,29.36600765105217,1.1525305320433366,0,1,52
1987-03-30,29.526168823242188,29.36600765105217,1.1754106994990536,0,1,52
1987-03-31,29.451108932495117,29.36600765105217,1.187568025419475,0,1,52
1987-04-01,29.363718032836914,29.36600765105217,1.187568025419475,0,0,52
1987-04-02,29.246286392211914,29.36600765105217,1.187568025419475,0,0,52
1987-04-03,29.090402603149414,29.36600765105217,1.187568025419475,0,0,52
1987-04-04,28.96112823486328,29.36600765105217,1.187568025419475,0,0,52
1987-04-05,28.906295776367188,29.36600765105217,1.187568025419475,0,0,52
1987-04-06,28.88787269592285,29.36600765105217,1.187568025419475,0,0,52
1987-04-07,28.867151260375977,29.36600765105217,1.187568025419475,0,0,52
1987-04-08,28.813554763793945,29.36600765105217,1.187568025419475,0,0,52
1987-04-09,28.77605438232422,29.36600765105217,1.187568025419475,0,0,52
1987-04-10,28.791763305664062,29.36600765105217,1.187568025419475,0,0,52
1987-04-11,28.8133602142334,29.36600765105217,1.187568025419475,0,0,52
1987-04-12,28.797788619995117,29.36600765105217,1.187568025419475,0,0,52
1987-04-13,28.703033447265625,29.36600765105217,1.187568025419475,0,0,52
1987-04-14,28.566801071166992,29.36600765105217,1.187568025419475,0,0,52
1987-04-15,28.447799682617188,29.36600765105217,1.187568025419475,0,0,52
1987-04-16,28.342199325561523,29.36600765105217,1.187568025419475,0,0,52
1987-04-17,28.24580955505371,29.36600765105217,1.187568025419475,0,0,52
1987-04-18,28.160612106323242,29.36600765105217,1.187568025419475,0,0,52
1987-04-19,28.1329402923584,29.36600765105217,1.187568025419475,0,0,52
1987-04-20,28.178375244140625,29.36600765105217,1.187568025419475,0,0,52
1987-04-21,28.250150680541992,29.36600765105217,1.187568025419475,0,0,52
1987-04-22,28.30060386657715,29.36600765105217,1.187568025419475,0,0,52
1987-04-23,28.288345336914062,29.36600765105217,1.187568025419475,0,0,52
1987-04-24,28.210983276367188,29.36600765105217,1.187568025419475,0,0,52
1987-04-25,28.11004638671875,29.36600765105217,1.187568025419475,0,0,52
1987-04-26,28.00571632385254,29.36600765105217,1.187568025419475,0,0,52
1987-04-27,27.917009353637695,29.36600765105217,1.187568025419475,0,0,52
1987-04-28,27.865814208984375,29.36600765105217,1.187568025419475,0,0,52
1987-04-29,27.85601043701172,29.36600765105217,1.187568025419475,0,0,52
1987-04-30,27.877622604370117,29.36600765105217,1.187568025419475,0,0,52
1987-05-01,27.92662811279297,29.36600765105217,1.187568025419475,0,0,52
1987-05-02,28.00113868713379,29.36600765105217,1.187568025419475,0,0,52
1987-05-03,28.092714309692383,29.36600765105217,1.187568025419475,0,0,52
1987-05-04,28.159040451049805,29.36600765105217,1.187568025419475,0,0,52
1987-05-05,28.179222106933594,29.36600765105217,1.187568025419475,0,0,52
1987-05-06,28.178010940551758,29.36600765105217,1.187568025419475,0,0,52
1987-05-07,28.1788330078125,29.36600765105217,1.187568025419475,0,0,52
1987-05-08,28.203611373901367,29.36600765105217,1.187568025419475,0,0,52
1987-05-09,28.215688705444336,29.36600765105217,1.187568025419475,0,0,52
1987-05-10,28.190786361694336,29.36600765105217,1.187568025419475,0,0,52
1987-05-11,28.156713485717773,29.36600765105217,1.187568025419475,0,0,52
1987-05-12,28.144004821777344,29.36600765105217,1.187568025419475,0,0,52
1987-05-13,28.175745010375977,29.36600765105217,1.187568025419475,0,0,52
1987-05-14,28.199567794799805,29.36600765105217,1.187568025419475,0,0,52
1987-05-15,28.184288024902344,29.36600765105217,1.187568025419475,0,0,52
1987-05-16,28.17696189880371,29.36600765105217,1.187568025419475,0,0,52
1987-05-17,28.22740364074707,29.36600765105217,1.187568025419475,0,0,52
1987-05-18,28.374990463256836,29.36600765105217,1.187568025419475,0,0,52
1987-05-19,28.565778732299805,29.36600765105217,1.187568025419475,0,0,52
1987-05-20,28.722150802612305,29.36600765105217,1.187568025419475,0,0,52
1987-05-21,28.83665657043457,29.36600765105217,1.187568025419475,0,0,52
1987-05-22,28.903427124023438,29.36600765105217,1.187568025419475,0,0,52
1987-05-23,28.91416358947754,29.36600765105217,1.187568025419475,0,0,52
1987-05-24,28.84490966796875,29.36600765105217,1.187568025419475,0,0,52
1987-05-25,28.69785499572754,29.36600765105217,1.187568025419475,0,0,52
1987-05-26,28.511899948120117,29.36600765105217,1.187568025419475,0,0,52
1987-05-27,28.324132919311523,29.36600765105217,1.187568025419475,0,0,52
1987-05-28,28.173307418823242,29.36600765105217,1.187568025419475,0,0,52
1987-05-29,28.110288619995117,29.36600765105217,1.187568025419475,0,0,52
1987-05-30,28.131258010864258,29.36600765105217,1.187568025419475,0,0,52
1987-05-31,28.189390182495117,29.36600765105217,1.187568025419475,0,0,52
1987-06-01,28.237863540649414,29.36600765105217,1.187568025419475,0,0,52
1987-06-02,28.23473358154297,29.36600765105217,1.187568025419475,0,0,52
1987-06-03,28.173540115356445,29.36600765105217,1.187568025419475,0,0,52
1987-06-04,28.088083267211914,29.36600765105217,1.187568025419475,0,0,52
1987-06-05,27.995758056640625,29.36600765105217,1.187568025419475,0,0,52
1987-06-06,27.916250228881836,29.36600765105217,1.187568025419475,0,0,52
1987-06-07,27.867483139038086,29.36600765105217,1.187568025419475,0,0,52
1987-06-08,27.853912353515625,29.36600765105217,1.187568025419475,0,0,52
1987-06-09,27.867094039916992,29.36600765105217,1.187568025419475,0,0,52
1987-06-10,27.89676856994629,29.36600765105217,1.187568025419475,0,0,52
1987-06-11,27.930952072143555,29.36600765105217,1.187568025419475,0,0,52
1987-06-12,27.962331771850586,29.36600765105217,1.187568025419475,0,0,52
1987-06-13,27.959487915039062,29.36600765105217,1.187568025419475,0,0,52
1987-06-14,27.921613693237305,29.36600765105217,1.187568025419475,0,0,52
1987-06-15,27.872968673706055,29.36600765105217,1.187568025419475,0,0,52
1987-06-16,27.838476181030273,29.36600765105217,1.187568025419475,0,0,52
1987-06-17,27.840744018554688,29.36600765105217,1.187568025419475,0,0,52
1987-06-18,27.87590980529785,29.36600765105217,1.187568025419475,0,0,52
1987-06-19,27.916465759277344,29.36600765105217,1.187568025419475,0,0,52
1987-06-20,27.946744918823242,29.36600765105217,1.187568025419475,0,0,52
1987-06-21,27.9534969329834,29.36600765105217,1.187568025419475,0,0,52
1987-06-22,27.92194938659668,29.36600765105217,1.187568025419475,0,0,52
1987-06-23,27.84197998046875,29.36600765105217,1.187568025419475,0,0,52
1987-06-24,27.73028564453125,29.36600765105217,1.187568025419475,0,0,52
1987-06-25,27.616247177124023,29.36600765105217,1.187568025419475,0,0,52
1987-06-26,27.52488136291504,29.36600765105217,1.187568025419475,0,0,52
1987-06-27,27.484786987304688,29.36600765105217,1.187568025419475,0,0,52
1987-06-28,27.509702682495117,29.36600765105217,1.187568025419475,0,0,52
1987-06-29,27.578420639038086,29.36600765105217,1.187568025419475,0,0,52
1987-06-30,27.660554885864258,29.36600765105217,1.187568025419475,0,0,52
1987-07-01,27.720964431762695,29.36600765105217,1.187568025419475,0,0,52
1987-07-02,27.731597900390625,29.36600765105217,1.187568025419475,0,0,52
1987-07-03,27.684316635131836,29.36600765105217,1.187568025419475,0,0,52
1987-07-04,27.59838104248047,29.36600765105217,1.187568025419475,0,0,52
1987-07-05,27.490026473999023,29.36600765105217,1.187568025419475,0,0,52
1987-07-06,27.37135887145996,29.36600765105217,1.187568025419475,0,0,52
1987-07-07,27.259140014648438,29.36600765105217,1.187568025419475,0,0,52
1987-07-08,27.186927795410156,29.36600765105217,1.187568025419475,0,0,52
1987-07-09,27.162668228149414,29.36600765105217,1.187568025419475,0,0,52
1987-07-10,27.164871215820312,29.36600765105217,1.187568025419475,0,0,52
1987-07-11,27.168418884277344,29.36600765105217,1.187568025419475,0,0,52
1987-07-12,27.155500411987305,29.36600765105217,1.187568025419475,0,0,52
1987-07-13,27.130971908569336,29.36600765105217,1.187568025419475,0,0,52
1987-07-14,27.11284828186035,29.36600765105217,1.187568025419475,0,0,52
1987-07-15,27.093496322631836,29.36600765105217,1.187568025419475,0,0,52
1987-07-16,27.066268920898438,29.36600765105217,1.187568025419475,0,0,52
1987-07-17,27.02642059326172,29.36600765105217,1.187568025419475,0,0,52
1987-07-18,26.9818058013916,29.36600765105217,1.187568025419475,0,0,52
1987-07-19,26.943326950073242,29.36600765105217,1.187568025419475,0,0,52
1987-07-20,26.90953254699707,29.36600765105217,1.187568025419475,0,0,52
1987-07-21,26.879472732543945,29.36600765105217,1.187568025419475,0,0,52
1987-07-22,26.857946395874023,29.36600765105217,1.187568025419475,0,0,52
1987-07-23,26.87455940246582,29.36600765105217,1.187568025419475,0,0,52
1987-07-24,26.927671432495117,29.36600765105217,1.187568025419475,0,0,52
1987-07-25,26.969558715820312,29.36600765105217,1.187568025419475,0,0,52
1987-07-26,26.947965621948242,29.36600765105217,1.187568025419475,0,0,52
1987-07-27,26.82267189025879,29.36600765105217,1.187568025419475,0,0,52
1987-07-28,26.64180564880371,29.36600765105217,1.187568025419475,0,0,52
1987-07-29,26.472572326660156,29.36600765105217,1.187568025419475,0,0,52
1987-07-30,26.308015823364258,29.36600765105217,1.187568025419475,0,0,52
1987-07-31,26.1405029296875,29.36600765105217,1.187568025419475,0,0,52
1987-08-01,25.97127342224121,29.36600765105217,1.187568025419475,0,0,52
1987-08-02,25.85817527770996,29.36600765105217,1.187568025419475,0,0,52
1987-08-03,25.84092140197754,29.36600765105217,1.187568025419475,0,0,52
1987-08-04,25.883399963378906,29.36600765105217,1.187568025419475,0,0,52
1987-08-05,25.952219009399414,29.36600765105217,1.187568025419475,0,0,52
1987-08-06,26.013742446899414,29.36600765105217,1.187568025419475,0,0,52
1987-08-07,26.052396774291992,29.36600765105217,1.187568025419475,0,0,52
1987-08-08,26.075159072875977,29.36600765105217,1.187568025419475,0,0,52
1987-08-09,26.090940475463867,29.36600765105217,1.187568025419475,0,0,52
1987-08-10,26.108430862426758,29.36600765105217,1.187568025419475,0,0,52
1987-08-11,26.13230323791504,29.36600765105217,1.187568025419475,0,0,52
1987-08-12,26.142349243164062,29.36600765105217,1.187568025419475,0,0,52
1987-08-13,26.127914428710938,29.36600765105217,1.187568025419475,0,0,52
1987-08-14,26.106122970581055,29.36600765105217,1.187568025419475,0,0,52
1987-08-15,26.0902156829834,29.36600765105217,1.187568025419475,0,0,52
1987-08-16,26.097322463989258,29.36600765105217,1.187568025419475,0,0,52
1987-08-17,26.130468368530273,29.36600765105217,1.187568025419475,0,0,52
1987-08-18,26.1727352142334,29.36600765105217,1.187568025419475,0,0,52
1987-08-19,26.205907821655273,29.36600765105217,1.187568025419475,0,0,52
1987-08-20,26.21318244934082,29.36600765105217,1.187568025419475,0,0,52
1987-08-21,26.17981719970703,29.36600765105217,1.187568025419475,0,0,52
1987-08-22,26.110204696655273,29.36600765105217,1.187568025419475,0,0,52
1987-08-23,26.027143478393555,29.36600765105217,1.187568025419475,0,0,52
1987-08-24,25.945058822631836,29.36600765105217,1.187568025419475,0,0,52
1987-08-25,25.87507438659668,29.36600765105217,1.187568025419475,0,0,52
1987-08-26,25.833189010620117,29.36600765105217,1.187568025419475,0,0,52
1987-08-27,25.827077865600586,29.36600765105217,1.187568025419475,0,0,52
1987-08-28,25.85309600830078,29.36600765105217,1.187568025419475,0,0,52
1987-08-29,25.906457901000977,29.36600765105217,1.187568025419475,0,0,52
1987-08-30,25.979026794433594,29.36600765105217,1.187568025419475,0,0,52
1987-08-31,26.063486099243164,29.36600765105217,1.187568025419475,0,0,52
1987-09-01,26.12830352783203,29.36600765105217,1.187568025419475,0,0,52
1987-09-02,26.158018112182617,29.36600765105217,1.187568025419475,0,0,52
1987-09-03,26.171175003051758,29.36600765105217,1.187568025419475,0,0,52
1987-09-04,26.185890197753906,29.36600765105217,1.187568025419475,0,0,52
1987-09-05,26.2164249420166,29.36600765105217,1.187568025419475,0,0,52
1987-09-06,26.237043380737305,29.36600765105217,1.187568025419475,0,0,52
1987-09-07,26.230737686157227,29.36600765105217,1.187568025419475,0,0,52
1987-09-08,26.219032287597656,29.36600765105217,1.187568025419475,0,0,52
1987-09-09,26.22319793701172,29.36600765105217,1.187568025419475,0,0,52
1987-09-10,26.26186180114746,29.36600765105217,1.187568025419475,0,0,52
1987-09-11,26.319623947143555,29.36600765105217,1.187568025419475,0,0,52
1987-09-12,26.373153686523438,29.36600765105217,1.184033427134872,0,0,52
1987-09-13,26.421133041381836,29.36600765105217,1.171644099061625,0,0,52
1987-09-14,26.462560653686523,29.36600765105217,1.1527904939934004,0,0,52
1987-09-15,26.496383666992188,29.36600765105217,1.1289333685045564,0,0,52
1987-09-16,26.513093948364258,29.36600765105217,1.1055141157661308,0,0,52
1987-09-17,26.508811950683594,29.36600765105217,1.0891054591667957,0,0,52
1987-09-18,26.488327026367188,29.36600765105217,1.0814084812086437,0,0,52
1987-09-19,26.456514358520508,29.36600765105217,1.0793147485769425,0,0,52
1987-09-20,26.419939041137695,29.36600765105217,1.0745668040834948,0,0,52
1987-09-21,26.392791748046875,29.36600765105217,1.0575131911678928,0,0,52
1987-09-22,26.37977409362793,29.36600765105217,1.0231849941632842,0,0,52
1987-09-23,26.37703514099121,29.36600765105217,0.9720154536876936,0,0,52
1987-09-24,26.37892723083496,29.36600765105217,0.9098606750006074,0,0,52
1987-09-25,26.38470458984375,29.36600765105217,0.8473860066999609,0,0,52
1987-09-26,26.41335105895996,29.36600765105217,0.7974616924032207,0,0,52
1987-09-27,26.46689796447754,29.36600765105217,0.7674473730492818,0,0,52
1987-09-28,26.515884399414062,29.36600765105217,0.7584021720861074,0,0,52
1987-09-29,26.529258728027344,29.36600765105217,0.7584021720861074,0,0,52
1987-09-30,26.484590530395508,29.36600765105217,0.7584021720861074,0,0,52
1987-10-01,26.42275047302246,29.36600765105217,0.7584021720861074,0,0,52
1987-10-02,26.38055419921875,29.36600765105217,0.7379474840798248,0,0,52
1987-10-03,26.327695846557617,29.36600765105217,0.692625329555685,0,0,52
1987-10-04,26.23590850830078,29.36600765105217,0.6807274055606477,0,0,52
1987-10-05,26.085983276367188,29.36600765105217,0.6568927488647175,0,0,52
1987-10-06,25.9473876953125,29.36600765105217,0.6342945990396021,0,0,52
1987-10-07,25.876663208007812,29.36600765105217,0.6227359106228292,0,0,52
1987-10-08,25.842208862304688,29.36600765105217,0.6227359106228292,0,0,52
1987-10-09,25.811296463012695,29.36600765105217,0.6227359106228292,0,0,52
1987-10-10,25.75837516784668,29.36600765105217,0.6227359106228292,0,0,52
1987-10-11,25.730894088745117,29.36600765105217,0.6227359106228292,0,0,52
1987-10-12,25.76805305480957,29.36600765105217,0.6227359106228292,0,0,52
1987-10-13,25.82613182067871,29.36600765105217,0.6227359106228292,0,0,52
1987-10-14,25.863082885742188,29.36600765105217,0.6227359106228292,0,0,52
1987-10-15,25.84043312072754,29.36600765105217,0.6227359106228292,0,0,52
1987-10-16,25.77182960510254,29.36600765105217,0.6187608403701189,0,0,52
1987-10-17,25.70127296447754,29.36600765105217,0.6007542236609353,0,0,52
1987-10-18,25.640480041503906,29.36600765105217,0.5713659127030074,0,0,52
1987-10-19,25.600984573364258,29.36600765105217,0.5345939827090862,0,0,52
1987-10-20,25.59279441833496,29.36600765105217,0.4956969938598356,0,0,52
1987-10-21,25.62599754333496,29.36600765105217,0.46050789075277265,0,0,52
1987-10-22,25.693374633789062,29.36600765105217,0.4335261088127018,0,0,52
1987-10-23,25.78324317932129,29.36600765105217,0.4176775208423576,0,0,52
1987-10-24,25.884889602661133,29.36600765105217,0.4142062631070859,0,0,52
1987-10-25,25.98517608642578,29.36600765105217,0.4142062631070859,0,0,52
1987-10-26,26.056848526000977,29.36600765105217,0.4142062631070859,0,0,52
1987-10-27,26.08815574645996,29.36600765105217,0.4142062631070859,0,0,52
1987-10-28,26.097183227539062,29.36600765105217,0.4142062631070859,0,0,52
1987-10-29,26.098756790161133,29.36600765105217,0.4142062631070859,0,0,52
1987-10-30,26.107818603515625,29.36600765105217,0.4142062631070859,0,0,52
1987-10-31,26.119049072265625,29.36600765105217,0.4142062631070859,0,0,52
1987-11-01,26.124746322631836,29.36600765105217,0.4142062631070859,0,0,52
1987-11-02,26.129060745239258,29.36600765105217,0.4142062631070859,0,0,52
1987-11-03,26.138856887817383,29.36600765105217,0.4142062631070859,0,0,52
1987-11-04,26.15995979309082,29.36600765105217,0.4142062631070859,0,0,52
1987-11-05,26.18719482421875,29.36600765105217,0.4142062631070859,0,0,52
1987-11-06,26.213882446289062,29.36600765105217,0.4142062631070859,0,0,52
1987-11-07,26.244836807250977,29.36600765105217,0.41233499588504635,0,0,52
1987-11-08,26.28501319885254,29.36600765105217,0.3947518080610257,0,0,52
1987-11-09,26.334083557128906,29.36600765105217,0.3646523260301134,0,0,52
1987-11-10,26.35008430480957,29.36600765105217,0.33121634628365976,0,0,52
1987-11-11,26.3282527923584,29.36600765105217,0.30569341105799297,0,0,52
1987-11-12,26.318620681762695,29.36600765105217,0.29388894463464205,0,0,52
1987-11-13,26.37279510498047,29.36600765105217,0.29388894463464205,0,0,52
1987-11-14,26.533973693847656,29.36600765105217,0.29388894463464205,0,0,52
1987-11-15,26.746896743774414,29.36600765105217,0.29388894463464205,0,0,52
1987-11-16,26.934906005859375,29.36600765105217,0.29388894463464205,0,0,52
1987-11-17,27.10582733154297,29.36600765105217,0.29388894463464205,0,0,52
1987-11-18,27.26289939880371,29.36600765105217,0.28712124099379666,0,0,52
1987-11-19,27.40911865234375,29.36600765105217,0.2741429377261377,0,0,52
1987-11-20,27.51127052307129,29.36600765105217,0.25866846005487937,0,0,52
1987-11-21,27.539060592651367,29.36600765105217,0.2439909816337606,0,0,52
1987-11-22,27.498937606811523,29.36600765105217,0.2312175821049409,0,0,52
1987-11-23,27.391260147094727,29.36600765105217,0.2191343703028232,0,0,52
1987-11-24,27.22644805908203,29.36600765105217,0.20413890961677694,0,0,52
1987-11-25,27.066062927246094,29.36600765105217,0.1815957979123155,0,0,52
1987-11-26,26.951385498046875,29.36600765105217,0.14970231825305497,0,0,52
1987-11-27,26.861806869506836,29.36600765105217,0.1103165006857308,0,0,52
1987-11-28,26.776865005493164,29.36600765105217,0.069199083038189,0,0,52
1987-11-29,26.683141708374023,29.36600765105217,0.035037493376138276,0,0,52
1987-11-30,26.61353302001953,29.36600765105217,0.01215732592042126,0,0,52
1987-12-01,26.604026794433594,29.36600765105217,0.0,0,0,52
1987-12-02,26.650741577148438,29.36600765105217,0.0,0,0,52
1987-12-03,26.753204345703125,29.36600765105217,0.0,0,0,52
1987-12-04,26.901437759399414,29.36600765105217,0.0,0,0,52
1987-12-05,27.050081253051758,29.36600765105217,0.0,0,0,52
1987-12-06,27.167783737182617,29.36600765105217,0.0,0,0,52
1987-12-07,27.27507209777832,29.36600765105217,0.0,0,0,52
1987-12-08,27.388856887817383,29.36600765105217,0.0,0,0,52
1987-12-09,27.52513885498047,29.36600765105217,0.0,0,0,52
1987-12-10,27.63177490234375,29.36600765105217,0.0,0,0,52
1987-12-11,27.67203712463379,29.36600765105217,0.0,0,0,52
1987-12-12,27.670244216918945,29.36600765105217,0.0,0,0,52
1987-12-13,27.65223503112793,29.36600765105217,0.0,0,0,52
1987-12-14,27.64266014099121,29.36600765105217,0.0,0,0,52
1987-12-15,27.625181198120117,29.36600765105217,0.0,0,0,52
1987-12-16,27.590322494506836,29.36600765105217,0.0,0,0,52
1987-12-17,27.56171989440918,29.36600765105217,0.0,0,0,52
1987-12-18,27.567235946655273,29.36600765105217,0.0,0,0,52
1987-12-19,27.631576538085938,29.36600765105217,0.0,0,0,52
1987-12-20,27.739051818847656,29.36600765105217,0.0,0,0,52
1987-12-21,27.854482650756836,29.36600765105217,0.0,0,0,52
1987-12-22,27.96857452392578,29.36600765105217,0.0,0,0,52
1987-12-23,28.06805992126465,29.36600765105217,0.0,0,0,52
1987-12-24,28.141069412231445,29.36600765105217,0.0,0,0,52
1987-12-25,28.166473388671875,29.36600765105217,0.0,0,0,52
1987-12-26,28.143936157226562,29.36600765105217,0.0,0,0,52
1987-12-27,28.089609146118164,29.36600765105217,0.0,0,0,52
1987-12-28,28.019742965698242,29.36600765105217,0.0,0,0,52
1987-12-29,27.952978134155273,29.36600765105217,0.0,0,0,52
1987-12-30,27.929651260375977,29.36600765105217,0.0,0,0,52
1987-12-31,27.952253341674805,29.36600765105217,0.0,0,0,52
1988-01-01,27.98442268371582,29.36600765105217,0.0,0,0,18
1988-01-02,27.98885154724121,29.36600765105217,0.0,0,0,18
1988-01-03,27.932310104370117,29.36600765105217,0.0,0,0,18
1988-01-04,27.849197387695312,29.36600765105217,0.0,0,0,18
1988-01-05,27.787561416625977,29.36600765105217,0.0,0,0,18
1988-01-06,27.73438835144043,29.36600765105217,0.0,0,0,18
1988-01-07,27.675573348999023,29.36600765105217,0.0,0,0,18
1988-01-08,27.602279663085938,29.36600765105217,0.0,0,0,18
1988-01-09,27.55208396911621,29.36600765105217,0.0,0,0,18
1988-01-10,27.550554275512695,29.36600765105217,0.0,0,0,18
1988-01-11,27.57866859436035,29.36600765105217,0.0,0,0,18
1988-01-12,27.61461067199707,29.36600765105217,0.0,0,0,18
