Date,C,Co,H,O,P,Pi,Total
1990-05-01,0.11317009349069619,0.10485443211984698,0.29217250616728196,0.12312452256497185,0.1669557178098754,0.19972272784732759,26.7036876114082
1991-05-01,0.07889694737801775,0.047205501239801155,0.5588405108311845,0.17070876285452075,0.1168964631293301,0.0274518145671459,50.99845026913113
1992-05-01,0.131282250405264,0.0771467717615782,0.32694093869938773,0.15434879306130034,0.2571938065212821,0.053087439551187714,26.371586421117534
1993-05-01,0.13263456282019317,0.08218644085863178,0.3728336315064652,0.20395532198373695,0.15149173762115106,0.056898305209821996,23.433621237336403
1994-05-01,0.16270259001797402,0.0887025708861012,0.2772295140179067,0.2571842694845519,0.1371878656742463,0.07699318991921984,27.83177505835773
1995-05-01,0.2163168812471905,0.08637083875322768,0.2770358765891927,0.2562428968893416,0.10858556065477801,0.05544794586626962,24.046577605401133
1996-05-01,0.15290891750119218,0.09546971864568432,0.3378159275154984,0.2603719599427754,0.08796852646638054,0.06546494992846924,24.44055944055944
1997-05-01,0.14795095813069176,0.07414144969145402,0.24691077458989313,0.19026928365483814,0.3033875302144245,0.037340003718698396,30.606776353502216
1998-05-01,0.13174591829612617,0.09149588968137344,0.3101987038879632,0.2173413764601882,0.21830733813334458,0.030910773541004542,32.35118003997715
1999-05-01,0.15721197832006611,0.0861043368208032,0.2830345663160234,0.19426162004763384,0.24155377474087802,0.03783372375459535,26.43144530224938
2000-05-01,0.16386531226071008,0.08657832219960199,0.25611075776254355,0.15702698437297674,0.3017872945243269,0.03463132887984079,28.87558844391065
2001-05-01,0.1205349895683648,0.0751759148473935,0.3016355922182607,0.17256289544515324,0.28703531123550247,0.043055296685325366,32.516324535679374
2002-05-01,0.17508173435714064,0.09636050526055016,0.3147694565972819,0.2081724034929087,0.144259823473156,0.06135607681896256,26.077286602286605
2003-05-01,0.11997037960927243,0.08328252304999402,0.35411953888757586,0.23599436515245034,0.15296223400182232,0.053670959298885025,24.84273340277397
2004-05-01,0.1250035014483427,0.08623259241489326,0.3075959522538913,0.23854379970709938,0.1898934195036778,0.05273073467209565,26.549980930587335
2005-05-01,0.06434277513304766,0.05069430768058301,0.3198214411025016,0.14216084637400334,0.3576324987153629,0.06534813099450153,38.25664119162571
2006-05-01,0.086418854388114,0.06812507553195976,0.3558450241638278,0.21723608741588102,0.23235778450255526,0.040017173997662296,32.486052115422815
2007-05-01,0.1230655900748963,0.07870341559767854,0.26921449289786353,0.1483489606816062,0.35175608195697144,0.028911458790983953,34.5883619097024
2008-04-01,0.10229326218364494,0.09082356478029249,0.26053194143696645,0.22073687950033832,0.26631190685986095,0.05930244523889686,20.235253287884866
2008-05-01,0.11059200780634362,0.11180446511694517,0.2572690957705474,0.14765288091634662,0.30808341498891556,0.06459813540090165,15.48032298136646
2009-04-01,0.11109356451192079,0.07965400364598253,0.3256204574851198,0.1727411263005104,0.2616664637808592,0.049224384275607186,20.315134759248647
2010-04-01,0.14162933762441948,0.12640285046639285,0.2918827640908046,0.19750310684979097,0.1707058103112315,0.07187613065736063,13.912824617216547
2011-05-01,0.14936719851742672,0.13885980539555717,0.2791701880554554,0.20606819466053375,0.15144026639720595,0.07509434697382113,14.527179939248903
2012-05-01,0.12479853572095927,0.1340981949464979,0.2699229760940237,0.21233014117512772,0.1735149370974382,0.08533521496595323,11.718491602780597
2013-04-01,0.1479711151714047,0.14886179202837543,0.2507621289375869,0.255191643477215,0.10660179480292871,0.09061152558248939,11.036123645105576
2013-05-01,0.1642464555468804,0.16402022075962575,0.24803101734870434,0.18351519556991266,0.13193376507352395,0.10825334570135299,9.237589780908745
2014-04-01,0.14331152932879204,0.14553532892182502,0.28603433758639774,0.21783352457976388,0.11652131100831965,0.09076396857490163,11.017587878771131
2015-04-01,0.1707681982451706,0.1425301208198344,0.260896564002197,0.21146473851958264,0.11386832603202071,0.10047205238119475,9.953016548382653
2016-05-01,0.1818260200116677,0.14152679973190724,0.265556234329067,0.19038371033118198,0.1137038196263649,0.10700341596981125,11.348102331876014
2017-04-01,0.15831105619066851,0.13809022420011277,0.26084693826760713,0.21585682414438684,0.12877821894977623,0.09811673824744856,10.191940925288598
2018-05-01,0.15011029295103676,0.14630738994925402,0.27523893375093095,0.19829399362632572,0.10477496957656256,0.12527442014589002,11.453117140951495
2019-05-01,0.15141940379627916,0.12502241856829927,0.2633269672238825,0.23620496135229,0.09991198365246289,0.1241142654067862,11.51013079672402
2020-05-01,0.17505014702611527,0.13335106976301808,0.24477901867456614,0.2143366616096718,0.12105629028132138,0.11142681264530718,14.685546481280895
2021-04-01,0.18235495526126128,0.13442124043196907,0.28873080868247986,0.19257664557859658,0.0930991554102897,0.10881719463540354,11.815359603986522
2022-06-01,0.17124809752515818,0.14865830797842633,0.23172095591632316,0.23641466397859412,0.08152229792365315,0.13043567667784503,12.266582585006558
2023-04-01,0.1844583775184508,0.11180959192834666,0.23991531871264668,0.3057533823083876,0.08434271946952204,0.07372061006264614,14.533636801405944
