Date début,Acroporidae,Autres,Pocilloporidae,Poritidae,Total,Shannon,Pielou,Brillouin,Simpson
2000-12-01,0.0484429065743944,0.0,0.726643598615917,0.2249134948096885,1.0,0.6197277507364577,0.6501525603242865,3.658355029194907e-88,0.42051134179161864
2001-09-01,0.6129032258064516,0.032258064516129,0.064516129032258,0.2903225806451613,0.10726643598615918,0.8214048234975163,0.6829054489628188,-1.1785030702376056e-16,0.5526881720430108
2001-12-01,0.1590909090909091,0.0151515151515151,0.5606060606060606,0.2651515151515151,0.45674740484429066,0.8957141115255092,0.7446852392089828,3.1233354702150834e-57,0.5943789035392089
2002-09-01,0.0384615384615384,0.0,0.2692307692307692,0.6923076923076923,0.08996539792387544,0.6361309441729306,0.6673610493705556,-1.1469433688549851e-08,0.46461538461538465
2002-12-01,0.0393700787401574,0.0157480314960629,0.7795275590551181,0.1653543307086614,0.43944636678200694,0.5938672627424133,0.49373363545710214,3.7984698549227756e-36,0.36607924009498816
2003-09-01,0.3888888888888889,0.0277777777777777,0.3888888888888889,0.1944444444444444,0.1245674740484429,1.0,0.8313871910990595,-5.985081206012866e-24,0.6777777777777778
2003-12-01,0.0161290322580645,0.0268817204301075,0.8440860215053764,0.1129032258064516,0.643598615916955,0.4799107285670468,0.3989916326016602,5.6270850821718416e-43,0.2752688172043011
2004-09-01,0.2727272727272727,0.0,0.2727272727272727,0.4545454545454545,0.03806228373702422,0.9258530639999145,0.9713067380447358,0.00010822510822510823,0.7090909090909091
2004-12-01,0.1016949152542373,0.0169491525423728,0.6949152542372882,0.1864406779661017,0.2041522491349481,0.7528033448224153,0.6258710583018845,6.932558456912225e-21,0.47983635300993566
2005-09-01,0.21875,0.0,0.1875,0.59375,0.11072664359861592,0.829339022262154,0.8700544522329707,-1.8414110472462585e-17,0.5826612903225806
2005-12-01,0.010204081632653,0.010204081632653,0.7959183673469388,0.1836734693877551,0.3391003460207612,0.508871310707983,0.4230690896404067,7.69100695979844e-24,0.33599831685251424
2006-09-01,0.5063291139240507,0.0126582278481012,0.1139240506329113,0.3670886075949367,0.27335640138408307,0.88087322672186,0.7323467176786521,2.926234900494075e-33,0.6033755274261603
2006-12-01,0.0217391304347826,0.0072463768115942,0.8405797101449275,0.1304347826086956,0.47750865051903113,0.4603666136173476,0.38274290577111264,1.8841821650317144e-30,0.27790119538770763
2007-09-01,0.3333333333333333,0.0,0.5,0.1666666666666666,0.020761245674740483,0.8775381267694917,0.9206198354412332,0.016666666666666666,0.7333333333333334
2007-12-01,0.028169014084507,0.028169014084507,0.8732394366197183,0.0704225352112676,0.24567474048442905,0.4392983221014523,0.3652269980664563,1.7761278611872882e-14,0.23420523138832994
2008-09-01,0.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.020761245674740483,0.7527354163951048,0.7896900818697756,0.03333333333333333,0.6
2008-12-01,0.015625,0.0,0.875,0.109375,0.22145328719723184,0.3677648661860827,0.3858198524498221,2.8241149981362376e-11,0.22569444444444442
2009-09-01,0.0,0.0,0.1428571428571428,0.8571428571428571,0.02422145328719723,0.35583467283854914,0.5916727782937883,0.14285714285714285,0.2857142857142857
2009-12-01,0.0,0.0465116279069767,0.8604651162790697,0.0930232558139534,0.14878892733564014,0.4276910483718086,0.4486880405085456,1.0935318574808678e-08,0.25470653377630126
2010-09-01,0.25,0.0,0.25,0.5,0.01384083044982699,0.9021067534034614,0.9463946300841144,0.08333333333333333,0.8333333333333334
2010-12-01,0.0123456790123456,0.0,0.823045267489712,0.1646090534979424,0.8408304498269896,0.44381719128205227,0.4656058775568156,6.696957930814914e-53,0.29656837737645814
2011-09-01,0.25,0.0,0.375,0.375,0.02768166089965398,0.9389596933544159,0.985056822048436,0.0017857142857142857,0.75
2011-12-01,0.0212765957446808,0.0425531914893617,0.3191489361702128,0.6170212765957447,0.16262975778546712,0.7623872851120255,0.6338390234989246,8.941304315583481e-17,0.5263644773358002
2012-09-01,0.375,0.0,0.25,0.375,0.02768166089965398,0.9389596933544159,0.985056822048436,0.0017857142857142857,0.75
2012-12-01,0.0588235294117647,0.0,0.7254901960784313,0.2156862745098039,0.17647058823529413,0.6336596252049675,0.6647684038863252,2.1251950370433304e-15,0.432156862745098
2013-09-01,0.0208333333333333,0.0,0.2916666666666667,0.6875,0.16608996539792387,0.6052913943534783,0.6350074678978231,6.097969543227934e-14,0.4512411347517731
2013-12-01,0.0,0.0294117647058823,0.5,0.4705882352941176,0.11764705882352941,0.6984582463199824,0.7327482375686898,1.6568789394604267e-20,0.5436720142602496
2014-09-01,0.0,0.0,0.0625,0.9375,0.05536332179930796,0.2028477645190753,0.3372900663284749,0.0625,0.125
2014-12-01,0.0454545454545454,0.0,0.2878787878787879,0.6666666666666666,0.22837370242214533,0.6674634142288605,0.7002317504226531,3.564273563492212e-21,0.4778554778554779
2015-09-01,0.0,0.0714285714285714,0.0,0.9285714285714286,0.04844290657439446,0.22326079252049982,0.3712323263523365,0.07142857142857142,0.1428571428571429
2015-12-01,0.0,0.0,0.6,0.4,0.12110726643598616,0.5839340589807338,0.9709505941661296,4.310420259940756e-10,0.49411764705882355
2016-09-01,0.1578947368421052,0.0526315789473684,0.0789473684210526,0.7105263157894737,0.1314878892733564,0.7719283244192534,0.6417713213687266,1.7987717721905643e-13,0.4736842105263158
2016-12-01,0.0181818181818181,0.0,0.7454545454545455,0.2363636363636363,0.1903114186851211,0.5490214671271972,0.5759750343623664,1.6406975521355293e-14,0.39528619528619524
2017-09-01,0.0,0.0,0.0,1.0,0.01730103806228374,-8.676433649878394e-11,-inf,1.0,0.0
2017-12-01,0.0,0.0,0.7777777777777778,0.2222222222222222,0.15570934256055363,0.4595960308276066,0.7642045062200812,3.134612204081112e-10,0.3535353535353535
2019-09-01,0.1525423728813559,0.1186440677966101,0.7288135593220338,0.0,0.2041522491349481,0.6683310988254021,0.7011420329803166,7.967400364753122e-19,0.43892460549386325
2020-06-01,0.1477272727272727,0.1931818181818181,0.6590909090909091,0.0,0.3044982698961938,0.7590989140354548,0.7963659879891557,2.8068366909276465e-32,0.5122779519331244
2021-09-01,0.0909090909090909,0.0606060606060606,0.7878787878787878,0.0606060606060606,0.22837370242214533,0.6469414981335744,0.5378588749386898,6.145103225095823e-20,0.36923076923076925
